audspec_lengthL1norm_sma_meanSegLen,audspec_lengthL1norm_sma_stddev,audspec_lengthL1norm_sma_skewness,audspec_lengthL1norm_sma_kurtosis,audspec_lengthL1norm_sma_maxSegLen,audspecRasta_lengthL1norm_sma_meanSegLen,audspecRasta_lengthL1norm_sma_stddev,audspecRasta_lengthL1norm_sma_skewness,audspecRasta_lengthL1norm_sma_kurtosis,audspecRasta_lengthL1norm_sma_maxSegLen,pcm_RMSenergy_sma_meanSegLen,pcm_RMSenergy_sma_stddev,pcm_RMSenergy_sma_skewness,pcm_RMSenergy_sma_kurtosis,pcm_RMSenergy_sma_maxSegLen,pcm_zcr_sma_meanSegLen,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,pcm_zcr_sma_kurtosis,pcm_zcr_sma_maxSegLen,audspec_lengthL1norm_sma_de_meanSegLen,audspec_lengthL1norm_sma_de_stddev,audspec_lengthL1norm_sma_de_skewness,audspec_lengthL1norm_sma_de_kurtosis,audspec_lengthL1norm_sma_de_maxSegLen,audspecRasta_lengthL1norm_sma_de_meanSegLen,audspecRasta_lengthL1norm_sma_de_stddev,audspecRasta_lengthL1norm_sma_de_skewness,audspecRasta_lengthL1norm_sma_de_kurtosis,audspecRasta_lengthL1norm_sma_de_maxSegLen,audSpec_Rfilt_sma[0]_meanSegLen,audSpec_Rfilt_sma[0]_stddev,audSpec_Rfilt_sma[1]_meanSegLen,audSpec_Rfilt_sma[1]_stddev,audSpec_Rfilt_sma[2]_meanSegLen,pcm_RMSenergy_sma_risetime,pcm_zcr_sma_risetime,audspec_lengthL1norm_sma_risetime,audspecRasta_lengthL1norm_sma_risetime,emotion_4,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,Arousal(mean),Valence(mean)
1.182903,1.033085,-0.04129593,2.674004,3.9,0.44,0.855133,13.8026,229.2451,0.44,0.7333999,0.06382801,0.5319826999999999,4.230551,1.48,2.114118,0.04045156,3.250286,23.93577,9.36,1.3311110000000002,0.1365311,2.000093,13.33145,4.19,2.24625,0.1433732999999999,17.339979999999997,497.6332,5.75,16.88,0.1423859999999999,0.4,0.236815,0.41,0.4353354999999999,0.4748377,0.4393939,0.4104436999999999,Calm/Peaceful,40,40.mp3,Beauty and the Beast,Ariana Grande,"Beauty and the Beast (From ""Beauty and the Beast"")",37.13,02:35,03:10,0.375,0.6625
0.4998386999999999,1.099517,0.1610347,3.223576,1.0,2.5610000000000004,0.5791284999999999,4.461974,41.82018,8.21,0.9682353,0.08249278,0.5663577,7.564846000000001,5.36,1.327143,0.02812411,4.593228,50.89696,3.13,0.4632394,0.2518167999999999,0.6332678,5.123532,1.3,7.79,0.1342842,2.159279,33.75291,15.28,1.591667,0.07231779,1.07,0.1755592999999999,0.46,0.4393204,0.4690534,0.4511529,0.4317354,Angry,55,55.mp3,No Favors,Big Sean,I Decided.,33.12,01:53,02:24,0.625,0.4
1.153513,1.440389,-0.9488442,4.870879,2.57,0.0,1.228045,24.11865,695.2844,0.0,0.6304476999999999,0.1384813999999999,-0.1673917999999999,3.2936940000000003,2.69,2.042857,0.0698281999999999,2.636405,13.08148,11.41,0.7069491,0.2685432,0.1374597,7.22778,3.27,0.0,0.3411315,8.076225,584.0086,0.0,0.0,0.344467,0.0,0.8324166999999999,0.0,0.4860335,0.5188547,0.4671787999999999,0.4778864,Happy,127,127.mp3,Attention,Charlie Puth,Attention,43.15,02:44,03:25,0.8125,0.825
0.7160469875884394,1.208781695636068,1.2651311094158195,5.866395391150846,3.417146408460688,0.3517127088826244,2.9679177240387222,19.46186808339228,434.94145235064605,0.3517127088826244,0.9199258878773702,0.09798260415010071,0.3792560574925541,5.714823435442948,3.8372380825525774,0.0,0.036500907445755904,11.429920254725076,248.39877329571465,0.0,1.2648629983112487,0.31320346791763254,0.9360828289275802,9.640197456848622,5.469982526895681,0.3522836118434992,0.6799847234514123,14.075013012838747,505.6888060973163,0.3522836118434992,0.3394474934085069,0.7029340401718678,0.3300183963693817,1.7567382747650002,0.0,0.5086101599054677,0.46670168488048347,0.45357336910682744,0.4518603421916739,Angry,825,825.mp3,It Wasn't Me,Shaggy,Summer Party,43.15,03:01,03:42,0.5375,0.8375
0.5466667,1.180461,-1.1197629999999998,4.599117,1.7,0.36,1.37846,14.4047,239.226,0.36,0.9407142,0.07915747,-0.3896620999999999,5.729734,2.0,0.0,0.02704563,12.75585,286.4033,0.0,0.8924138,0.1693198,1.006517,7.033772,5.01,0.4,0.2623949,15.65066,437.9687,0.4,0.32,0.4325683,0.31,0.9149931999999998,0.31,0.490538,0.470872,0.470872,0.4070500999999999,Happy,217,217.mp3,Black,Dierks Bentley,Black,27.1,02:23,02:48,0.6125,0.575
0.6610708043553799,1.6966115240899848,0.37425011010974896,2.9960086896278524,1.767745125390796,0.15044928030557617,2.790275435435413,15.41805325728565,289.27573846459273,0.15044928030557617,0.6365703847297783,0.12814462589864944,-0.05485239223241234,3.4295398364707257,2.3175897165680555,2.49712351850449,0.05617676962152689,3.4171371782306306,33.54163495644565,9.875679551929625,0.8688449740906905,0.2989265741393242,0.875076016964627,7.257501200730882,1.9680474699549546,14.975080442523707,0.6079632042680756,9.84126580645397,307.0210610467327,14.975080442523707,0.1712009051753108,0.4993362730405446,0.33924837513026534,0.9440833418456192,0.17638881139274448,0.44592296694994527,0.4658134972090123,0.4128060020086085,0.44823707367116616,Angry,120,120.mp3,No Problem,Chance The Rapper,Coloring Book,59.17,04:04,05:01,0.7625,0.7625
0.5916049,1.255663,1.372316,7.56118,1.28,0.5,1.357182,12.21828,221.2453,0.5,1.039565,0.1112908,0.4715595,3.774717,15.97,1.553333,0.04898027,4.285718,30.86134,4.06,2.035,0.3139102,0.7113092,11.08041,8.95,0.49,0.264452,3.122362,98.85153,0.49,0.0,0.4432758,0.0,0.4085357,0.5,0.4467153,0.4838372999999999,0.4218978,0.4427529,Sad,675,675.mp3,Offended (feat. Young Thug & 21 Savage),Meek Mill,DC4,48.15,02:43,03:29,0.3125,0.3
0.8097907496721108,1.1582363631915644,0.1030463748335112,2.4560022845909733,3.9068888498900267,0.8688312197500696,0.46970854429265374,2.823128767343435,15.501302782066663,2.9355613511681935,0.6317862632098259,0.07324129149227368,0.38501110263593685,3.619706313801865,2.348527743653773,2.6826610791038634,0.026487520814329243,3.25295273022817,22.599314705023918,6.261513215623316,0.6150477146270256,0.151419308658943,1.6668691117748478,9.006447533462557,1.8304151933892183,1.487025850731079,0.08968249371845491,2.565080321498982,19.515429605679092,8.564881322632477,2.1563189180199114,0.04863584594293595,1.1551580904246115,0.1031265050080875,1.1897459813626474,0.45157611244569534,0.4645600821007645,0.42067662269375183,0.40507030499614527,Calm/Peaceful,177,177.mp3,For Free,DJ Khaled,Major Key,30.11,02:12,02:40,0.55,0.5375
0.4529961225821618,0.974142913268746,0.445395714853996,4.070993341961351,1.6514864390220447,0.23786474145731662,2.9936363347379276,19.49926265599769,432.25914519541726,0.23786474145731662,0.3751119460332772,0.15369086128480572,1.451518603971416,4.0078203823166465,0.8123790049090078,0.0,0.037866105415793216,9.249177578676262,178.7349762396655,0.0,0.5604309703771382,0.2482756833776931,1.056612071184948,6.4372063093705645,1.2083384975935767,0.2470133853595211,0.8052263184302664,9.064489987191433,377.35305522463517,0.2470133853595211,0.2470133853595211,3.1088725437878537,0.23786474145731662,3.8664078716624326,0.23786474145731662,0.370389384788686,0.5055925747729202,0.38745934327118015,0.41077362186086247,Calm/Peaceful,432,432.mp3,False Prophets,J. Cole,False Prophets,24.09,03:33,03:55,0.375,0.4
1.1978699293531099,1.069674180218008,-0.05835418093609307,2.8250587550888273,3.4531035596037762,0.4017411003148779,1.7339502714225095,17.63636479451409,364.0305450278927,0.4017411003148779,0.9087844557370846,0.08756757157417924,0.47754884930280617,4.36960875521566,3.0608265370217773,5.184166280550453,0.039332259577526674,5.973453226517613,70.4374880021794,9.195871197210703,1.7537150704068236,0.14089582337856454,2.0885784773397824,16.227022161833588,3.2897333329729697,0.7722675011496707,0.3631385085669462,16.380649146737845,542.8037881018907,2.1973896436342133,0.0,0.4692633938374979,6.461522328743099,0.9832186848438365,0.3193194174088159,0.46254617126885955,0.45260627159184563,0.4268334785150452,0.42301814692230777,Calm/Peaceful,186,186.mp3,Shining,DJ Khaled,Shining,29.11,03:42,04:09,0.825,0.7125
2.285385,1.084339,-0.9563161,4.514067,6.81,0.35,1.7755009999999998,16.365270000000002,299.6107,0.35,0.9051515,0.09478488,0.3490377999999999,3.4466080000000003,2.65,4.231429,0.04655076,2.7308830000000004,28.45709,7.14,0.5711538,0.1821472999999999,1.638525,11.56576,1.31,0.48,0.3491094,16.03796,477.0456,0.48,0.33,0.3691247,0.35,0.5620852,0.37,0.4252335999999999,0.4976635999999999,0.4609479,0.4245661,Happy,890,890.mp3,All Night,The Vamps,All Night,30.11,02:13,02:41,0.7875,0.7875
0.8401505531952775,0.9483328331809311,0.13213780791695146,2.7305761141805602,2.6311111383672054,0.3563573459579897,1.6885537765418286,16.43491594158648,316.98909689881935,0.3563573459579897,0.5788270981986402,0.053037135318317594,0.5647219288575237,3.2995959076399255,2.1983068718173318,4.950331304850108,0.04390406060506559,5.7920465888521155,70.9185159239143,11.524916588478611,0.6613870320827738,0.13958186428420633,1.5210254267204937,7.77649424305618,2.4706755914227427,0.3829466824474871,0.3422525995670713,14.128865917240315,438.011669496372,0.3829466824474871,0.3427146919159793,0.3982450266268116,0.3395360189369845,0.876772511417981,0.33635734595798966,0.4118588372611592,0.4893177428451811,0.3971204052988447,0.3760113510319899,Calm/Peaceful,376,376.mp3,Some Kind Of Drug,G-Eazy,When It's Dark Out,31.1,02:48,03:17,0.6,0.6625
0.8547139401707756,0.982231450090815,-0.6049671290333655,4.140908172833752,1.9928763541126306,0.6685842360750871,0.3466173365041674,8.358120828018405,112.91751995648283,0.6685842360750871,1.4479088536583506,0.07003448345192793,-0.406599426442478,3.9386911672815343,3.384459096203889,2.5507695238532033,0.032102138862040316,1.8323945866620788,10.85190236755346,6.733776616015289,1.2004742304610279,0.17240643527978208,0.6872127982462847,6.093220738610423,4.420763914790962,1.3784713418008252,0.05955009436644783,4.902718421283635,100.33008648099548,3.0800366083395563,1.2609599366119681,0.06027336022576195,1.938041277798165,0.11055340723717083,3.8961461214845228,0.4850190865437301,0.48211446414609865,0.4763313948367236,0.46272943437677877,Angry,647,647.mp3,I Could Use a Love Song,Maren Morris,Hero,26.1,02:36,03:00,0.5625,0.6125
0.8642636167978853,0.7004101162943844,-0.3438684210492523,2.879437518680681,3.0805873113668354,10.14753263214638,0.3895697432580626,7.5051501343285265,91.14523144493724,29.162023157346574,3.8008521952770487,0.04347388595207321,-0.27037711155170197,4.838515294603122,12.349220358252975,4.8975081387449855,0.024137700302480133,3.043270548773819,39.25898147943955,14.834399561925936,0.6425548969557695,0.08214037567970868,0.7185032359116639,8.486014017729552,1.6177095535966584,4.567167832236861,0.0639860738719766,6.418763699567139,143.11005598209664,16.244078860342697,15.18633043952783,0.0773303995061527,15.219719000297376,0.1431872839322646,15.162908747386345,0.48203744055920195,0.4831403673627057,0.48899511176541627,0.4511439100613858,Sad,789,789.mp3,Light of the Seven,Ramin Djawadi,Game of Thrones: Season 6 (Music from the HBO® Series),75.22,04:43,05:56,0.35,0.125
0.5274581664002378,1.233373445102931,0.46763552688921817,2.8381840350980596,1.6960180840816554,0.5020459895800237,1.0029442170456284,8.564367013784201,116.18273255919934,0.7557425888921696,0.6655039218202792,0.13704286235323068,0.49458582264096557,3.4172213382310477,1.600668571466736,3.484170605395935,0.045899597974727466,3.2794467379698626,27.495071319408474,6.394892706168362,1.030865700133958,0.25461361244893066,0.8618944861744796,6.7699389862965145,2.471762554735893,0.45373962785698924,0.2332081720672465,4.569674774285829,124.04250153256147,0.4855013109899226,8.215958587877,0.3161017486838269,0.3997568403356855,0.3899450467955301,0.38,0.4696650585464956,0.4559378671730097,0.386668625652482,0.3728157445115418,Calm/Peaceful,398,398.mp3,P**** Print (feat. Kanye West),Kanye West,Everybody Looking,32.1,02:32,03:02,0.4375,0.4375
1.0618331518186412,1.3934604072040226,0.4855973927554658,2.9249681895462896,4.476820010396856,0.0,3.1406433186147407,24.43679995150601,696.4149696671335,0.0,0.7838722373198491,0.12211416463025719,0.5423571777643938,3.5870450436258166,2.821443085756974,1.7934820572116659,0.036388085849808946,10.843515253232564,274.75812462263127,5.021633682930064,1.0443383919078892,0.22514966948974394,0.9674531138283622,7.561060757235119,6.607501118850161,0.0,0.7677162178721636,15.328716305825683,735.6946861550584,0.0,0.0,0.8938317191737688,0.0,1.9678213056084157,0.0,0.4650629639517152,0.47947519882841744,0.4535675710796929,0.4371808350729218,Angry,217,217.mp3,Black,Dierks Bentley,Black,27.1,02:23,02:48,0.6125,0.575
0.9718683579331316,1.1453477083481205,-0.18555916845333892,2.2011519486403888,3.3708766048529424,0.0,4.039281414361419,24.071462362698743,642.0972601932023,0.0,0.9087713394877881,0.08491558346215405,0.09106748194639042,2.0875864824448893,3.3833211786159487,8.11243051306974,0.046103460089847205,6.596477171671802,86.66346086137432,20.149240082507436,1.1374799447163149,0.09655393033275092,0.6231575525602144,6.040512301903123,5.071422112301445,0.0,0.9977307337440089,14.511348998123927,652.9060229432155,0.0,0.0,0.876550361650577,0.0,0.8811403597936978,0.0,0.4766956176100393,0.4617246663518674,0.47289726711648444,0.456173689317009,Calm/Peaceful,229,229.mp3,No Long Talk,Drake,More Life,36.13,01:35,02:09,0.45,0.4
0.44192646313825246,1.3036537229335878,0.9972654974863292,3.801298394016826,2.0328693450805817,0.19263149268525792,1.4348303032383896,10.48349136339443,136.83603747305978,0.19263149268525792,0.44815258089049276,0.07101696256360839,0.9208644852851255,4.442414284994108,2.039745392287881,8.885817139723903,0.038585635303120334,5.613193683466384,69.67273085960177,10.671984956766464,0.4276876465752403,0.23168539173942349,1.1604596193632668,8.27065125524412,2.163871020612261,0.6775846513565491,0.2806580217617837,9.689752412915835,196.19277073278934,2.320658374295289,3.9604507545733547,0.39418415885799496,0.6200967528165939,0.45380478960395965,1.2588127779026594,0.45563128577695744,0.47048733648873714,0.4244544841430512,0.3960626604053286,Angry,632,632.mp3,At My Best,Machine Gun Kelly,At My Best,25.11,02:40,03:03,0.8625,0.6875
0.7613460999999999,1.364051,-0.5842022,3.318759,2.13,4.314,0.5009172000000001,6.702000999999999,69.48818,7.13,0.6458064,0.1082627999999999,0.3231222,3.760391,1.73,1.473846,0.04257532,2.616038,15.5325,3.02,0.9242857,0.2281994,1.467477,8.126191,3.18,1.800833,0.08879434,4.710167,63.586090000000006,4.74,1.746875,0.1795368,5.4,0.2871936,2.4,0.4196697,0.4867367,0.4224224,0.4106607,Happy,106,106.mp3,Slide,Calvin Harris,Slide,40.14,02:54,03:32,0.7,0.675
0.6219564999999999,1.360962,1.509957,6.29575,1.73,0.7735135000000001,0.4914986,3.2372650000000003,17.12963,2.81,1.002759,0.1674293999999999,1.482883,4.625948999999999,11.78,1.462222,0.03856082,2.20602,13.73523,8.47,1.243478,0.2864478,1.156991,13.00813,12.7,1.302727,0.1190192,0.9731183,12.81516,6.47,6.196667,0.1173162,0.72475,0.1452052,0.7244999,0.4609806999999999,0.4558010999999999,0.4599448,0.4765193,Sad,355,355.mp3,Lockjaw,French Montana,Lockjaw,29.11,03:07,03:34,0.45,0.325
1.615,1.17481,-0.2952884,2.491014,6.9,0.0,1.336743,29.25113,979.189,0.0,1.141549,0.1216232999999999,0.3661372,2.630932,10.98,7.98,0.03911891,4.644741000000001,48.97865,31.86,1.528868,0.1538297,0.804347,9.209145,9.92,0.0,0.2981139,22.12559,1195.721,0.0,0.0,0.3433845999999999,0.0,0.8298395000000001,0.0,0.4805435999999999,0.4604076,0.4783199000000001,0.4342185999999999,Calm/Peaceful,905,905.mp3,Ordinary Life,The Weeknd,Starboy,81.22,02:05,03:24,0.475,0.575
0.47194649446357667,1.0926357721131668,0.11542201010169018,2.34475143758413,1.4760270125804333,0.8833433173740042,0.7164755264700365,3.815484317750062,23.411238603130194,3.8410572240190755,0.32321417088289084,0.1445744232271523,1.052338798835764,3.6971332253233062,0.9203689946785545,2.645262691651058,0.03490022024327001,4.189552779921126,31.93046468835192,6.94204336230017,0.4925079841038713,0.18699334193355863,1.0341049034850602,6.915262707959457,1.921355132959648,1.4707997358569762,0.14358695057996912,2.8888298558743037,26.310147239255983,6.477623185890267,1.4433455288028947,0.1444500599475525,5.606383826302658,0.3776484898513637,4.167121231032473,0.38583625619786477,0.47686867335506417,0.4249073533940784,0.3942486708255506,Calm/Peaceful,439,439.mp3,Ville Mentality,J. Cole,4 Your Eyez Only,25.11,02:25,02:48,0.225,0.2625
0.6295455,1.263243,0.1922936,2.939851,1.56,0.29,1.940942,13.03199,193.2987,0.29,0.5887234,0.08332016,0.8539152,4.393741,1.35,1.827692,0.0755122,2.452229,13.05227,10.89,0.4537704999999999,0.2637837999999999,1.456662,8.634775999999999,1.42,6.81,0.3264269,15.17076,396.0824,14.12,6.92,0.6097899,0.29,1.126594,0.34,0.3994274,0.4795991,0.4169649,0.404796,Happy,187,187.mp3,OTW (Remix),DJ Luke Nasty,The Boom Boom Room,28.09,02:44,03:10,0.7,0.675
